New SCB Control ID	New SCB Sort	SCB Control Category	Control Description	Control Objective	Test Procedure Summary	Sampling Required?	MCL V3.0 Mapped?	MCLV3.0 Reference	ISF Mapped?	ISF Reference	NIST Sp-800-53 Rev 5 Mapped?	NIST Sp-800-53 Rev 5 Reference 	CIS Mapped?	CIS Reference 
CRY-03	25	Cryptographic Management	Cryptographic keys are protected.	Cryptographic keys used to encrypt SCB data are protected and managed, to minimise the potential of compromise to the confidentiality and integrity of SCB data.	"CRY-03.01 - Documentation Requirements: 
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on data classification and protection to describe how you manage cryptographic keys. 

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

CRY-03.02 - Data encryption - cryptographic key management 
(a) Please provide evidence that demonstrates your organisation's formal processes and standards to host and manage cryptographic keys used to encrypt SCB data (e.g. Hardware Security Module, secure server, and/or cloud-based solution). 

(b) Please provide information on how your organisation manages cryptographic keys used to encrypt SCB data, including the following aspects:
 i) Secure distribution; activation and storage; recovery and replacement / update; and destruction of cryptographic keys.
 ii) Immediate revocation (deactivation) of cryptographic keys (e.g. if a key is compromised, or a key owner changes job or leaves the organisation).
 iii) Backup / archive of cryptographic keys until dependent information is retained and the maintenance of cryptographic key history (e.g. to access backed up or archived information).
 iv) Defined cryptographic period(s), after which keys will only be utilised for decryption of existing encrypted data associated with that key and not used for encrypting any new data; and allocation of activation and deactivation dates based on the corresponding period(s).

(c) Please confirm whether your organisation utilises a cloud service provider (or other shared responsibility model) to support cryptographic key management. If yes, please provide information to demonstrate that your organisation's cryptographic key management requirements are met by the Cloud Service Provider.

If no, or if your organisation generates its own cryptographic keys, please provide information on how your organisation performs the following key management activities:
 i) Generation of cryptographic keys using approved key lengths.
 ii) Recovery of cryptographic keys that are lost, corrupted, or have expired.
iii) Diversification of cryptographic keys (i.e.: cryptographic key for data encryption should be different from the one is used to generate cryptographic digital signatures)

(d) Please provide information on how your organisation provisions access to cryptographic keys, including whether any additional security considerations are applied to cryptographic key access (e.g. whether split key generation is used).
"	No	Yes		Yes		Yes			
DLP-01	26	Data Leakage Prevention	Protections against data leaks are implemented.	Protections against data leaks are implemented to ensure SCB data is not transferred outside the control of organisation.	"DLP-01.01 - Documentation Requirements:
(a) Please provide formal documentation* which defines your processes around requirements on data leakage prevention (DLP) for email, internet and printing controls. 

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

DLP-01.02 - Data leakage - general principles
(a) Please provide information on how your organisation monitors and blocks any external transfers or leakage of SCB data from all systems and platforms used to access, process, or store SCB data (e.g. on-premise systems and applications, cloud environments, or mobile devices (smartphones and tablets)).

DLP-01.03 - Data leakage - email controls
Note: If users who have access to SCB data are NOT able to access outbound email services via their corporate device(s), items under this subheader are not required.

(a) Please provide evidence to demonstrate that the following data elements** are blocked from leaving your organisation's environment via email:
 i) Primary Account Number (PAN); e.g. payment card / debit card / credit card numbers
 ii) Social security numbers (SSN)

**Note: If you do not access, process, or store the sensitive data elements as mentioned above, then this item is not required.

DLP-01.04 - Data leakage- Internet controls
Note: If users who have access to SCB data are NOT able to access the Internet via their corporate device(s), items under this subheader are not required.

(a) Please provide evidence*** to demonstrate that access to the following websites are blocked:
 i) Uncategorised websites;
 ii) Personal webmail (e.g. Gmail, Hotmail, Yahoo);
 iii) Social media (e.g. Facebook, Twitter, LinkedIn); and
 iv) Cloud storage (e.g. Dropbox, Mega Upload, Google Drive).

***Note: Relevant evidence includes a screenshot of the configuration settings of the web filtering solution. If this is not possible, please provide screenshots of access being restricted to the above websites on a sample laptop / desktop (e.g. error message displayed in the web browser).

(b) If your organisation allows access to restricted website categories as mentioned above, please provide information on how this is managed, including whether the following aspects are considered:
 i) Only specific roles may have a justifiable business need to access specific web categories or websites;
 ii) Recertification of users' access to such web categories or websites is performed once every six months at a minimum. 
 iii) Access to such web categories or websites is removed for any users that no longer require it.

DLP-01.05 - Data leakage - printing controls:
Note: If users who have access to SCB data are NOT able to access and/or use printing services via their corporate device(s), items under this subheader are not required.

(a) Please provide information on how your organisation meets the following requirements:
 i) Employee printing is logged and monitored; and
 ii) Employees are not allowed to print to non-corporate printers.

(b) Please provide evidence of the relevant system configuration settings to demonstrate that employees are blocked from printing to non-corporate devices (e.g. via Group Policy Objects or Endpoint Protection Solution).


DLP-01.06 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
DLP-02	27	Data Leakage Prevention	Removable media is protected and its use restricted according to policy.	Removable media is protected and restricted to ensure data written to the media is only accessible by those individuals who are authorised to access it.	"DLP-02.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on removable media protection to ensure the organisation designs and enforces its removable media controls.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

DLP-02.02 - Removable media restriction (sampling possibly required)
(a) Please confirm whether your organisation blocks, by default, the ability to read / write to removal media interfaces (e.g. USB drives) or transfer data via FireWire (i.e. IEEE 1394), unless authorised for use by an exception process.
 i) If yes, please provide evidence of the system configuration settings to demonstrate that users are blocked and unable to read / write to removable media or transfer data via FireWire (e.g. Group Policy Objects, Endpoint Protection Solution). 
 ii) If system configuration settings are not available for review, the assessor will select a sample laptop / desktop with access to SCB data to ensure that data cannot be written, saved, or transferred to a new/unused USB thumb drive.

DLP-02.03 - Removable media encryption
(a) If exceptions have been granted which allow SCB data to be written to removable media, please provide evidence to demonstrate the following aspects:
 i) A mechanism in place to enforce encryption of the data on the removable media (i.e. screenshot demonstrating encryption settings of USB).
 ii) A list of removable devices allowed for use has been explicitly defined and enforced on endpoints to ensure unencrypted or non-company owned devices cannot be used (i.e. whitelist).
 iii) Your organisation performs a review of removable media permissions at least every six months. 

(b) In the event any finding(s) are noted in the above-mentioned review, please provide evidence to demonstrate that the removable media permissions which are no longer required have been disabled in a timely manner (e.g. a remediation change ticket).

DLP-02.04 - Endpoint protection (sampling required)
(a) Please confirm whether there are any workstations with active default Local Administrator accounts with access to SCB data.
 i) If yes, the assessor will select a sample of workstations in order to demonstrate that the corresponding approval exists to activate the default Local Administrator account (e.g. access request tickets or email approvals).
 ii) If no, please provide evidence of the default Local Administrator account configuration settings to demonstrate that the account is disabled for end users by default unless specific approval has been obtained.


DLP-02.05 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
ITS-01	28	IT Infrastructure Security	A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g., concept of least functionality).	A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles, to ensure that best practices are followed consistently throughout the organisation.	"ITS-01.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on information protection to ensure a baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g., concept of least functionality).

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

ITS-01.02 - System configuration - baselines
(a) Please provide evidence of your organisation's documented security baseline standards for systems and applications used to process, store, transmit or access SCB data. The standards should comprise the following aspects:
 i) Disallow Factory or Vendor Default accounts in Production and non-Production unless 
 -  An equivalent account is created and the default account locked/disabled from use; OR 
 -  The default password is changed to meet enterprise password requirements. 
 ii) Change default or guessable account passwords to meet enterprise password requirements;
 iii) Remove or disable unnecessary software;
 iv) Disable any auto-run feature that allows file execution without user authorisation (e.g. blocking ability for macro files or .exe files to run without a user explicitly allowing it); 
 v) Disable high-risk services (e.g. Telnet) and protocols (e.g. SMB);
 vi) Set hardware BIOS (basic input/basic output system) and boot options;
 vii) Prevent the use of host IP-based authentication; and
 viii) Configure clock synchronisation.
 ix) Disable unnecessary ports in network devices

ITS-01.03 - System configuration - verification
(a) Please provide information on your organisation's process to perform baseline configuration verification on an ongoing basis for systems and applications used to process, store, transmit or access SCB data, including the following aspects:
 i) The level of compliance against documented baseline standards is measured and tracked.
 ii) Remediation timelines have been defined to address known deviations from the baseline configuration standards (note the duration of these timelines).
 iii) Exception handling guidelines have been established to address instances where a baseline configuration standard cannot be met.

(b) Please provide evidence of a recent scan performed to verify compliance against the baseline configuration standards. The scan should comprise the following aspects: 
 i) Date when the scan was performed. 
 ii) The scan covers systems and applications used to process, store, transmit or access SCB data. 

Note: If your organisation does not utilise scanning mechanisms as mentioned above, please provide information on how your organisation verifies compliance of the system / application configuration settings against the documented baseline standards.

(c) For any deviation(s) from the baselines were noted in the above-mentioned scan results, please provide supporting evidence to demonstrate the following aspects: 
  i) The deviation(s) were remediated within the defined timelines.
  ii) If the baseline standard could not be met, exception handling guidelines were followed.
"	No	Yes		Yes		Yes			
ITS-02	29	IT Infrastructure Security	The principle of least functionality is incorporated by configuring systems to provide only essential capabilities.	The principle of least functionality is incorporated by configuring systems to provide only essential capabilities, to ensure that users cannot access resources that they do not require to discharge their responsibilities.	"ITS-02.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on system hardening to ensure the organisation configures assets to provide only essential capabilities (i.e. applying the principle of least functionality).

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

ITS-02.02 - System hardening
(a) Please provide evidence of your organisation's security configuration settings for systems and applications used to process, store, transmit or access SCB data, comprising the following requirements: 
 i) Disallow Factory or Vendor Default accounts in Production and non-Production unless 
 -  An equivalent account is created and the default account locked/disabled from use; OR 
 -  The default password is changed to meet enterprise password requirements. 
 ii) Change default or guessable account passwords to meet enterprise password requirements;
 iii) Remove or disable unnecessary software;
 iv) Disable any auto-run feature that allows file execution without user authorisation (e.g. blocking ability for macro files or .exe files to run without a user explicitly allowing it); 
 v) Disable high-risk services (e.g. Telnet) and protocols (e.g. SMB);
 vi) Set hardware BIOS (basic input/basic output system) and boot options;
 vii) Prevent the use of host IP-based authentication;
 viii) Configure clock synchronisation and
  ix) Disable unnecessary ports in network devices.

ITS-02.03 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	No	Yes		Yes		Yes			
ITS-03	30	IT Infrastructure Security	There is a defined approach for managing security patches, including identification, monitoring, and appropriate risk treatment.	A patch management plan and supporting processes are developed and implemented to ensure that a process exists to identify and monitor systems for patch compliance, and to manage the risk associated with unpatched systems.	"ITS-03.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on patch management to describe the patch management processes (e.g. patch identification, prioritisation, and deployment) for maintaining the production environment.
 *Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

ITS-03.02 - Patch Management - deployment
(a) Please provide information on how the organisation deploys patches to machines* in the Production environment to ensure that systems which access / process / store SCB data have the most recent patches installed. 

Note: Machines include endpoints, servers, databases, and network devices.

(b) Please confirm whether whether the organisation's patch management process meets the following requirements:
 i) Uses a centralised patch management tool
 ii) Has established formal change windows, defining what time periods can be scheduled for patches and timeliness of implementing the patches 
 iii) Requires testing prior to patch deployment to ensure there are no adverse effects to the production environment. 
 iv) Update software versions in the organisation's inventory and regularly monitor the internet and other resources (information on product enhancement, security issues, patches)
 v) Ensure external service providers integrate the organisation's patch management program with the external service provider’s patches or other changes.
 
ITS-03.03 - Patch Management - compliance (sampling needed)
(a) Please confirm how the organisation manages the overall patching compliance status.
 i) Note if the organisation monitors and tracks patch management compliance of machines in the Production environment.
 ii) Note if the organisation follows up and remediates patch management non-compliance.

(b) Please provide a sample of patch management compliance validations, including information on the following aspects:
 i) Date of compliance testing
 ii) Method of compliance testing (e.g. vulnerability scan performed, manual compliance check. etc.)
 iii) Instances of non-compliance, if any. Please provide information on how the organisation remediates any instances of non-compliance.

 ITS-03.04 - Patch Management - exception management
(a) If the organisation has identified instances of patch non-compliance that will not be remediated, please provide information on how these unpatched systems are managed, including whether the below requirements are met.
 i) Has documented such instance(s) as risk(s) 
ii) Monitors such risk(s) including periodic review "	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
ITS-04	31	IT Infrastructure Security	Integrity checking mechanisms are used to verify software, firmware, and information integrity.	Integrity checking mechanisms are used to verify software, firmware, and information integrity, to ensure that software and firmware have not been compromised prior to deployment.	"ITS-04.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes to validates the integrity of software and firmware.  

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

ITS-04.02 - Integrity checking
Note: This control applies to commercial off-the-shelf software and customised applications used by your organisation; it does not apply to network components such as firewalls.

(a) Please provide information on your organisation's use of integrity checking mechanisms to verify software and firmware for systems which access, process, store, or transmit SCB data. 
 i) In addition to the above, if your organisation has implemented checks in addition to the inherent integrity checking capabilities of such systems, please provide information on the frequency of these checks.

Note: An example of the integrity checking mechanisms include signed software, checksum, reconciliation, or file integrity monitoring.

(b) Please provide evidence to demonstrate that integrity checking mechanisms are used for systems which access, process, store, or transmit SCB data (e.g. screenshot of solution in use). 

(c) If you are not able to demonstrate integrity checking through a technical solution as mentioned above, please provide information as to how your organisation is able to gain assurance over this control.


ITS-04.03 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	No	Yes		Yes		Yes			
ITS-05	32	IT Infrastructure Security	Integrity checking mechanisms are used to verify hardware integrity.	Integrity checking mechanisms are used to verify hardware integrity, to ensure that hardware has not been compromised prior to deployment.	"ITS-05.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes to ensure checking mechanisms are used to verify hardware integrity.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

ITS-05.02 - Hardware integrity checking
Note: This control applies to hardware for systems used by your organisation to host and manage cryptographic keys; it does not apply to other hardware components such as desktops, laptops, network devices, etc.

(a) Please provide information as to how your organisation gains assurance over the integrity of the hardware for systems used to host and manage cryptographic keys (e.g. Hardware Security Modules).

(b) Please provide evidence to demonstrate that hardware integrity checking mechanisms are used for systems used to host and manage cryptographic keys (e.g. screenshot of solution in place to enforce hardware integrity checks). 

(c) If you are not able to demonstrate hardware integrity checking through a technical solution as mentioned above, please provide information as to how your organisation is able to gain assurance over this control.


ITS-05.03 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. "	No	Yes		Yes		Yes			
NWS-01	33	Network Security	Network integrity is protected, incorporating network segregation where appropriate.	Networks and systems are segmented to maintain appropriate security.	"NWS-01.01 - Documentation Requirements
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on network security to ensure the organisation maintains the integrity of systems and data through the use of network segmentation.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

NWS-01.02 - Network segregation
(a) Please provide evidence to demonstrate that your organisation deploys network segregation between applications or services of different trust levels (e.g. detailed network diagram).

(b) If your organisation does not utilise network segregation, please provide information as to how your organisation secures communications between applications or services of different trust levels.

NWS-01.03 - Wireless security
(a) Please provide information as to how your organisation manages the security of wireless networks, including the following aspects:
 i) The guest wireless network is segmented so that it does not connect to the internal corporate network (i.e. logically separated).
 ii) Full list of wireless networks that can be used to access SCB data.

(b) Please provide evidence of the system configuration settings for all of the above-mentioned wireless networks to demonstrate that the method used to encrypt data is WPA2.


NWS-01.04 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	No	Yes		Yes		Yes			
NWS-02	34	Network Security	Communications and control networks are protected.	Communications and control networks are protected, to ensure that external and internal threats cannot access areas that they do not have authorization.	"NWS-02.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on network security to ensure the organisation protects its communications and control networks.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

NWS-02.02 - Layered defence principle
(a) Please provide information on how your organisation's communications and control networks are protected through applying defence-in-depth principles (e.g. network segmentation, firewalls, physical access controls to network equipment, etc.).

(b) Please provide evidence (e.g. device configuration settings) to demonstrate that both external routers and firewalls are configured to perform the following aspects:
 i) Both routers and firewalls deny all traffic unless explicitly permitted 
 ii) Routers filter traffic through access control lists (ACL)
 iii) Firewalls use Stateful inspection so that all incoming and outgoing data packets are filtered

NWS-02.03 - Network protection tools
(a) Please provide evidence that your organisation has installed protection solutions on network devices which access, process, store or transmit SCB data (e.g. screenshot of tooling console). The evidence should also include the following aspects:
 i) Names and version numbers of the installed protection solutions (e.g. intrusion detection / intrusion prevention). 
 ii) Whether the installed protection solutions are still supported by the respective vendor(s).

(b) Please provide evidence (e.g. detailed network diagram) to demonstrate that firewalls and network protection solutions (IDS/IPS) are deployed at the following locations:
 i) At each Internet Gateway
 ii) Within each DMZ (only if a DMZ has been established, otherwise N/A)
 iii) Between each DMZ and the Internet (only if a DMZ has been established, otherwise N/A)
 iv) To protect any APIs which can be used to access SCB data

Note: If a detailed network diagram is not able to be shared due to confidentiality reasons, a redacted network diagram can be accepted as long as it can demonstrate the presence of firewalls/network intrusion devices at the key locations noted above.

(c) Please provide evidence of the configuration settings on your organisation's routers or switches to demonstrate that packets with internal addresses are explicitly restricted from passing from the Internet to the DMZ.

NWS-02.04 - Firewall rule reviews
(a) Please provide evidence of the most recent firewall ruleset review to demonstrate that the firewall rules are audited or verified every six months at a minimum.


NWS-02.05 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	No	Yes		Yes		Yes			
SDC-01	35	System Development & Change Management	A System Development Life Cycle to manage systems is implemented.	A System Development Life Cycle to manage systems is implemented, to ensure that software development follows best practice security principles.	"SDC-01.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on the System Development Life Cycle (SDLC).

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 
  
SDC-01.02 - Software development - security principles
(a) Please provide formal documentation of the security testing requirements included in the SDLC process, including the following aspects:
 i) The required level of security testing is commensurate with the level of change.
 ii) Security testing requirements include Security Acceptance Testing, Application Vulnerability Testing, Code Security Review, and Penetration Testing.
 iii) OWASP Top 10 is considered in security testing. 

SDC-01.03 - Software development - security testing (sampling required)
(a) Please provide a full list of software release updates pushed to Production for systems that access, process, or store SCB data within the last 12 months.

(b) For a sample of such updates / changes, please provide evidence to demonstrate that the following criteria were tested where applicable:
 i) Security Acceptance Testing
 ii) Application Vulnerability Testing
 iii) Code Security Review
 iv) Penetration Testing 

(c) For any finding(s) noted during the security testing, please provide evidence to demonstrate that the vulnerabilities / risks identified were formally tracked and remediated prior to deployment (e.g. remediation/change ticket).

SDC-01.04 - Software development - source code access
(a) Please provide information as to how your organisation restricts user access to source code (e.g. source code is read-only for deployed versions).

SDC-01.05 - Software development - source code management
(a) If the scope of services includes a software product which is provided SCB for use of the Bank's employees, contractors, or SCB customers, address the test procedure below:
Please provide explanation of how you manage any open source code or third party code, including:
i) How you ensure that the same security testing minimum standards have been applied to the third party or open source code
ii) How you ensure that an inventory of third party and open source code used in the software product(s) provided to SCB is maintained
iii) How third party/open source code is monitored for changes, and any modifications which impact the underlying security of the code are incorporated into the software product(s).

SDC-01.06 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		Yes		Yes			
SDC-02	36	System Development & Change Management	The development and testing environment(s) are separate from the production environment.	The development and testing environment(s) are separate from the production environment, to limit the transfer and access of data between the two environments and to strengthen change control procedures.	"SDC-02.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on separating the production and non-production environments.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

SDC-02.02 - Development separation - network
(a) Please provide information and supporting evidence (e.g. network diagram) to demonstrate whether your organisation's Development, Testing and Acceptance environment(s) are separate from the Production environment, and that test data is protected and not used in the Production environment. 

SDC-02.03 - Development separation - accounts
(a) Please provide evidence to demonstrate that access control requirements are defined to restrict the following aspects (e.g. Active Directory group membership settings):
 i) Use of Production Accounts in Non-Production environments is restricted
 ii) Use of Non-Production Accounts in Production environments is restricted

SDC-02.04 - Development separation - deployment process
(a) Please provide evidence from a recent release (e.g. incident/change ticket) to demonstrate the following aspects:
 i) Developers and testers were only granted time-limited access to the Production environment (e.g. access was revoked post release to Production).
 ii) Any test data used was securely removed before deploying the change to Production.
 iii) Development, testing, and deployment activities were logged and monitored. 
 iv) Use of non-production data for testing. If production data is used for testing, please ensure production data is masked or else please provide evidence of approval for such use. 
 
SDC-02.05 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	No	Yes		Yes		Yes			
SDC-03	37	System Development & Change Management	Configuration change control processes are in place.	Configuration change control processes are in place, to ensure that only tested and approved changes are committed to production.	"SDC-03.01 - Documentation Requirements:
(a) Please provide formal documentation* (e.g. policy/procedure/standard) of your organisation's processes on change management processes to ensure that processes are developed to develop. approve, and deploy changes in a secure manner.

*Note: Formal documentation includes any document which is periodically reviewed and approved by senior management and is distributed or made available to employees (i.e. through email, training or posted to Intranet site). 

SDC-03.02 - Change management - security principles (sampling required)
(a) Please provide information on whether your organisation's change management process explicitly identifies and considers cyber risks throughout the course of the configuration change control process, including:
 i) Inherent cyber risks prior to the change;
 ii) Cyber risks during a change; and
 ii) Residual cyber risks after a change.

(b) Please provide information on your organisation's formal change management process which includes configuration changes. The process should comprise the following aspects:
  i) Requests for change;
  ii) Change impact analysis;
  iii) Change approval;
  iv) Implementation of changes; and
  v) Review and reporting.

(c) Please provide a full list of configuration changes for systems that access, process, or store SCB data within the last 12 months. 

Note: If no configuration changes have occurred within the past 12 months, please communicate this in writing to the assessor.

(d) For a sample of items selected from the list above, please provide evidence to demonstrate the following requirements:
 i) The organisational change process is followed.
 ii) The change is approved before the delivery of the change.
 iii) The change request contains identified cyber risks (where applicable).

SDC-03.03 - Change management - major changes (sampling required)
(a) Please provide information and supporting evidence to demonstrate how your organisation defines a major change (e.g. deployment of new service / application or new major change release).

(b) Please provide a full list of major changes for systems that access, process, or store SCB data within the last 12 months. 

Note: If no major changes have occurred within the past 12 months, please communicate this in writing to the assessor.

(c) For a sample of items selected from the list above, please provide evidence to demonstrate that vulnerability management activities are conducted in case of major change(s) (i.e. Vulnerability Scans, Penetration Testing, Security Configuration Validation, and/or Code Security Reviews).

SDC-03.04 - Change management - emergency changes (sampling required)
(a) Please provide information as to whether emergency changes follow a different process. If yes, please provide information on the emergency change process.

(b) Please provide a full list of emergency changes for systems that access, process, or store SCB data within the last 12 months. 

Note: If no emergency changes have occurred within the past 12 months, please communicate this in writing to the assessor.

(c) For a sample of items selected from the list above, please provide evidence to demonstrate that the emergency procedures have been followed. 


SDC-03.05 - Any control weaknesses identified?
(a) Please confirm whether any control weaknesses or failures has been identified for this control within the past 12 months (e.g. through testing or a security event).

If yes, please provide the following information:
 i) date and time of the testing / event;
 ii) the nature of the testing / event;
 iii) the data/systems involved in the testing / event;
 iv) root cause and lessons learned (i.e. has the organisation identified the cause of the issue/event); and
 v) remediation activities that have occurred post-testing / event. 
"	Yes - Areas of this control will require the sampling of evidence. Please liaise with the assessor and SCB Risk Manager to determine the appropriate sample size.	Yes		No		Yes			
